carbonDioxide	humidity	light	localityId	measurementDateTime	occupancy	temperature	watts
NULL	NULL	NULL	6	2012-06-14 16:42:00	18	NULL	2400
NULL	NULL	NULL	6	2012-06-14 16:43:00	18	NULL	2400
NULL	NULL	NULL	6	2012-06-14 16:44:00	18	NULL	2400
NULL	NULL	NULL	6	2012-06-14 16:45:00	18	NULL	2400
NULL	NULL	NULL	6	2012-06-14 16:46:00	18	NULL	2400
NULL	NULL	NULL	6	2012-06-14 16:47:00	18	NULL	2400
NULL	NULL	NULL	6	2012-06-14 16:48:00	18	NULL	2400
NULL	NULL	NULL	6	2012-06-14 16:49:00	18	NULL	2400
NULL	NULL	NULL	6	2012-06-14 16:50:00	18	NULL	2400
NULL	NULL	NULL	6	2012-06-14 16:51:00	18	NULL	2400
NULL	NULL	NULL	6	2012-06-14 16:52:00	18	NULL	2400
NULL	NULL	NULL	6	2012-06-14 16:53:00	18	NULL	2400
NULL	NULL	NULL	6	2012-06-14 16:54:00	18	NULL	2400
NULL	NULL	NULL	6	2012-06-14 16:55:00	18	NULL	2400
NULL	NULL	NULL	6	2012-06-14 16:56:00	18	NULL	2400
NULL	NULL	NULL	6	2012-06-14 16:57:00	18	NULL	2400
NULL	NULL	NULL	6	2012-06-14 16:58:00	18	NULL	2400
NULL	NULL	NULL	6	2012-06-14 16:59:00	18	NULL	2400
NULL	NULL	NULL	9	2012-06-14 08:00:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:01:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:02:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:03:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:04:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:05:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:06:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:07:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:08:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:09:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:10:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:11:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:12:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:13:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:14:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:15:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:16:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:17:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:18:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:19:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:20:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:21:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:22:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:23:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:24:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:25:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:26:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:27:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:28:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:29:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:30:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:31:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:32:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:33:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:34:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:35:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:36:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:37:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:38:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:39:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:40:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:41:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:42:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:43:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:44:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:45:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:46:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:47:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:48:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:49:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:50:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:51:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:52:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:53:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:54:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:55:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:56:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:57:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:58:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 08:59:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:00:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:01:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:02:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:03:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:04:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:05:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:06:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:07:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:08:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:09:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:10:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:11:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:12:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:13:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:14:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:15:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:16:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:17:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:18:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:19:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:20:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:21:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:22:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:23:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:24:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:25:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:26:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:27:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:28:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:29:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:30:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:31:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:32:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:33:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:34:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:35:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:36:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:37:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:38:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:39:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:40:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:41:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:42:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:43:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:44:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:45:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:46:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:47:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:48:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:49:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:50:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:51:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:52:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:53:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:54:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:55:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:56:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:57:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:58:00	4	NULL	160
NULL	NULL	NULL	9	2012-06-14 11:59:00	4	NULL	160
NULL	NULL	NULL	47	2012-06-14 09:00:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:01:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:02:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:03:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:04:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:05:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:06:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:07:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:08:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:09:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:10:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:11:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:12:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:13:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:14:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:15:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:16:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:17:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:18:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:19:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:20:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:21:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:22:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:23:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:24:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:25:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:26:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:27:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:28:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:29:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:30:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:31:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:32:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:33:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:34:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:35:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:36:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:37:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:38:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:39:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:40:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:41:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:42:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:43:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:44:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:45:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:46:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:47:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:48:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:49:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:50:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:51:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:52:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:53:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:54:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:55:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:56:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:57:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:58:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 09:59:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:00:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:01:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:02:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:03:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:04:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:05:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:06:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:07:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:08:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:09:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:10:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:11:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:12:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:13:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:14:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:15:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:16:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:17:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:18:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:19:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:20:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:21:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:22:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:23:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:24:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:25:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:26:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:27:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:28:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:29:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:30:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:31:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:32:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:33:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:34:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:35:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:36:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:37:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:38:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:39:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:40:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:41:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:42:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:43:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:44:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:45:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:46:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:47:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:48:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:49:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:50:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:51:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:52:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:53:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:54:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:55:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:56:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:57:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:58:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 10:59:00	8	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:00:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:01:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:02:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:03:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:04:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:05:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:06:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:07:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:08:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:09:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:10:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:11:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:12:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:13:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:14:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:15:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:16:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:17:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:18:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:19:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:20:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:21:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:22:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:23:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:24:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:25:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:26:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:27:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:28:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:29:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:30:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:31:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:32:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:33:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:34:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:35:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:36:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:37:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:38:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:39:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:40:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:41:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:42:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:43:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:44:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:45:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:46:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:47:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:48:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:49:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:50:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:51:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:52:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:53:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:54:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:55:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:56:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:57:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:58:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 11:59:00	9	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:00:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:01:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:02:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:03:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:04:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:05:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:06:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:07:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:08:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:09:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:10:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:11:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:12:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:13:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:14:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:15:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:16:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:17:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:18:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:19:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:20:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:21:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:22:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:23:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:24:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:25:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:26:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:27:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:28:00	10	NULL	1200
NULL	NULL	NULL	47	2012-06-14 12:29:00	10	NULL	1200
